start--------------------------------------------
packet_index ,23, sent_timestamp ,1689140591.688776, received_timestamp,1689140591.7743628,received-send delay ,0.0855867862701416, and size ,70000,
packet_index ,24, sent_timestamp ,1689140591.7540908, received_timestamp,1689140591.8384383,received-send delay ,0.08434748649597168, and size ,70000,
packet_index ,25, sent_timestamp ,1689140591.8181615, received_timestamp,1689140591.896159,received-send delay ,0.07799744606018066, and size ,70000,
packet_index ,26, sent_timestamp ,1689140591.8759024, received_timestamp,1689140591.9459548,received-send delay ,0.0700523853302002, and size ,70000,
packet_index ,27, sent_timestamp ,1689140591.9257026, received_timestamp,1689140592.0076766,received-send delay ,0.08197402954101562, and size ,70000,
packet_index ,28, sent_timestamp ,1689140591.9874084, received_timestamp,1689140592.0776293,received-send delay ,0.09022092819213867, and size ,70000,
packet_index ,29, sent_timestamp ,1689140592.057363, received_timestamp,1689140592.1366992,received-send delay ,0.07933616638183594, and size ,70000,
packet_index ,30, sent_timestamp ,1689140592.1165164, received_timestamp,1689140592.1879928,received-send delay ,0.07147645950317383, and size ,70000,
packet_index ,31, sent_timestamp ,1689140592.1676977, received_timestamp,1689140592.2423859,received-send delay ,0.07468819618225098, and size ,70000,
packet_index ,32, sent_timestamp ,1689140592.2219222, received_timestamp,1689140592.2938635,received-send delay ,0.07194137573242188, and size ,70000,
packet_index ,33, sent_timestamp ,1689140592.2733734, received_timestamp,1689140592.3484235,received-send delay ,0.07505011558532715, and size ,70000,
packet_index ,34, sent_timestamp ,1689140592.3281147, received_timestamp,1689140592.3967779,received-send delay ,0.06866312026977539, and size ,70000,
packet_index ,35, sent_timestamp ,1689140592.3765364, received_timestamp,1689140592.446437,received-send delay ,0.0699005126953125, and size ,70000,
packet_index ,36, sent_timestamp ,1689140592.4261122, received_timestamp,1689140592.5025713,received-send delay ,0.07645916938781738, and size ,70000,
packet_index ,37, sent_timestamp ,1689140592.482257, received_timestamp,1689140592.5500875,received-send delay ,0.06783056259155273, and size ,70000,
