start--------------------------------------------
start--------------------------------------------
start--------------------------------------------
packet_index ,1, sent_timestamp ,1688532120.705484, received_timestamp,1688532120.763952,received-send delay ,0.05846810340881348, and size ,8192,
packet_index ,2, sent_timestamp ,1688532123.708977, received_timestamp,1688532123.7986753,received-send delay ,0.08969831466674805, and size ,8192,
packet_index ,3, sent_timestamp ,1688532126.7125444, received_timestamp,1688532126.871158,received-send delay ,0.1586134433746338, and size ,8192,
packet_index ,4, sent_timestamp ,1688532129.7159758, received_timestamp,1688532129.7502365,received-send delay ,0.03426074981689453, and size ,8192,
packet_index ,5, sent_timestamp ,1688532132.7194695, received_timestamp,1688532132.924909,received-send delay ,0.20543956756591797, and size ,8192,
packet_index ,6, sent_timestamp ,1688532135.7228956, received_timestamp,1688532135.7618282,received-send delay ,0.03893256187438965, and size ,8192,
packet_index ,7, sent_timestamp ,1688532138.7264087, received_timestamp,1688532138.9666755,received-send delay ,0.2402667999267578, and size ,8192,
packet_index ,8, sent_timestamp ,1688532141.7298317, received_timestamp,1688532141.916421,received-send delay ,0.18658924102783203, and size ,8192,
packet_index ,9, sent_timestamp ,1688532144.7335014, received_timestamp,1688532144.8946557,received-send delay ,0.16115427017211914, and size ,8192,
packet_index ,10, sent_timestamp ,1688532147.7371042, received_timestamp,1688532147.9124084,received-send delay ,0.17530417442321777, and size ,8192,
packet_index ,11, sent_timestamp ,1688532150.7407138, received_timestamp,1688532150.936182,received-send delay ,0.19546818733215332, and size ,8192,
packet_index ,12, sent_timestamp ,1688532153.744274, received_timestamp,1688532153.7857924,received-send delay ,0.041518449783325195, and size ,8192,
packet_index ,13, sent_timestamp ,1688532156.7477984, received_timestamp,1688532156.8758469,received-send delay ,0.12804841995239258, and size ,8192,
packet_index ,14, sent_timestamp ,1688532159.7513022, received_timestamp,1688532159.7993324,received-send delay ,0.04803013801574707, and size ,8192,
packet_index ,15, sent_timestamp ,1688532162.7548194, received_timestamp,1688532162.7947724,received-send delay ,0.039952993392944336, and size ,8192,
packet_index ,16, sent_timestamp ,1688532165.7583766, received_timestamp,1688532165.7997699,received-send delay ,0.041393280029296875, and size ,8192,
packet_index ,17, sent_timestamp ,1688532168.7620802, received_timestamp,1688532168.9602664,received-send delay ,0.19818615913391113, and size ,8192,
