start--------------------------------------------
packet_index ,1, sent_timestamp ,1689223882.0482583, received_timestamp,1689223882.641033,received-send delay ,0.5927746295928955, and size ,8192,
packet_index ,2, sent_timestamp ,1689223882.0819826, received_timestamp,1689223882.7272313,received-send delay ,0.6452486515045166, and size ,8192,
packet_index ,3, sent_timestamp ,1689223882.442508, received_timestamp,1689223882.8108997,received-send delay ,0.368391752243042, and size ,8192,
packet_index ,4, sent_timestamp ,1689223882.4761448, received_timestamp,1689223882.8112636,received-send delay ,0.33511877059936523, and size ,8192,
packet_index ,5, sent_timestamp ,1689223882.5098445, received_timestamp,1689223882.8114715,received-send delay ,0.30162692070007324, and size ,8192,
packet_index ,6, sent_timestamp ,1689223882.5434844, received_timestamp,1689223882.8249717,received-send delay ,0.28148722648620605, and size ,8192,
packet_index ,7, sent_timestamp ,1689223882.6038394, received_timestamp,1689223882.8280175,received-send delay ,0.22417807579040527, and size ,8192,
packet_index ,8, sent_timestamp ,1689223882.637422, received_timestamp,1689223882.828904,received-send delay ,0.1914818286895752, and size ,8192,
packet_index ,9, sent_timestamp ,1689223882.6713605, received_timestamp,1689223882.8291767,received-send delay ,0.15781617164611816, and size ,8192,
packet_index ,10, sent_timestamp ,1689223882.711072, received_timestamp,1689223882.832228,received-send delay ,0.12115597724914551, and size ,8192,
packet_index ,11, sent_timestamp ,1689223882.7446735, received_timestamp,1689223882.8387198,received-send delay ,0.09404635429382324, and size ,8192,
packet_index ,12, sent_timestamp ,1689223882.7781935, received_timestamp,1689223882.8431487,received-send delay ,0.06495523452758789, and size ,8192,
packet_index ,13, sent_timestamp ,1689223882.8117924, received_timestamp,1689223882.8744266,received-send delay ,0.06263422966003418, and size ,8192,
packet_index ,14, sent_timestamp ,1689223882.8457272, received_timestamp,1689223882.8897,received-send delay ,0.04397273063659668, and size ,8192,
packet_index ,15, sent_timestamp ,1689223882.8796606, received_timestamp,1689223882.9146557,received-send delay ,0.034995079040527344, and size ,8192,
packet_index ,16, sent_timestamp ,1689223882.9135897, received_timestamp,1689223882.948345,received-send delay ,0.03475522994995117, and size ,8192,
packet_index ,17, sent_timestamp ,1689223882.9476326, received_timestamp,1689223882.9817386,received-send delay ,0.03410601615905762, and size ,8192,
packet_index ,18, sent_timestamp ,1689223882.981672, received_timestamp,1689223883.0133421,received-send delay ,0.03167009353637695, and size ,8192,
packet_index ,19, sent_timestamp ,1689223883.0156431, received_timestamp,1689223883.0486724,received-send delay ,0.03302931785583496, and size ,8192,
packet_index ,20, sent_timestamp ,1689223883.0495872, received_timestamp,1689223883.081626,received-send delay ,0.03203868865966797, and size ,8192,
packet_index ,21, sent_timestamp ,1689223883.0835557, received_timestamp,1689223883.118028,received-send delay ,0.03447222709655762, and size ,8192,
packet_index ,22, sent_timestamp ,1689223883.1175618, received_timestamp,1689223883.1514938,received-send delay ,0.03393197059631348, and size ,8192,
packet_index ,23, sent_timestamp ,1689223883.1516092, received_timestamp,1689223883.188828,received-send delay ,0.03721880912780762, and size ,8192,
packet_index ,24, sent_timestamp ,1689223883.1855667, received_timestamp,1689223883.22008,received-send delay ,0.034513235092163086, and size ,8192,
packet_index ,25, sent_timestamp ,1689223883.2195125, received_timestamp,1689223883.2537935,received-send delay ,0.034281015396118164, and size ,8192,
packet_index ,26, sent_timestamp ,1689223883.2534409, received_timestamp,1689223883.2870593,received-send delay ,0.03361845016479492, and size ,8192,
packet_index ,27, sent_timestamp ,1689223883.2874753, received_timestamp,1689223883.3193092,received-send delay ,0.03183388710021973, and size ,8192,
packet_index ,28, sent_timestamp ,1689223883.3214214, received_timestamp,1689223883.3547955,received-send delay ,0.03337407112121582, and size ,8192,
packet_index ,29, sent_timestamp ,1689223883.3551245, received_timestamp,1689223883.3896203,received-send delay ,0.03449583053588867, and size ,8192,
packet_index ,30, sent_timestamp ,1689223883.3889713, received_timestamp,1689223883.42393,received-send delay ,0.034958600997924805, and size ,8192,
packet_index ,31, sent_timestamp ,1689223883.4229715, received_timestamp,1689223883.4607208,received-send delay ,0.037749290466308594, and size ,8192,
packet_index ,32, sent_timestamp ,1689223883.4568734, received_timestamp,1689223883.490864,received-send delay ,0.03399062156677246, and size ,8192,
packet_index ,33, sent_timestamp ,1689223883.490909, received_timestamp,1689223883.5240018,received-send delay ,0.03309273719787598, and size ,8192,
packet_index ,34, sent_timestamp ,1689223883.524819, received_timestamp,1689223883.5599184,received-send delay ,0.03509950637817383, and size ,8192,
packet_index ,35, sent_timestamp ,1689223883.5587733, received_timestamp,1689223883.5929565,received-send delay ,0.03418326377868652, and size ,8192,
packet_index ,36, sent_timestamp ,1689223883.5926645, received_timestamp,1689223883.626673,received-send delay ,0.03400850296020508, and size ,8192,
packet_index ,37, sent_timestamp ,1689223883.6265998, received_timestamp,1689223883.6612697,received-send delay ,0.03466987609863281, and size ,8192,
packet_index ,38, sent_timestamp ,1689223883.6604586, received_timestamp,1689223883.691848,received-send delay ,0.031389474868774414, and size ,8192,
packet_index ,39, sent_timestamp ,1689223883.6943436, received_timestamp,1689223883.7280328,received-send delay ,0.033689260482788086, and size ,8192,
packet_index ,40, sent_timestamp ,1689223883.7282481, received_timestamp,1689223883.7597265,received-send delay ,0.0314784049987793, and size ,8192,
packet_index ,41, sent_timestamp ,1689223883.7620895, received_timestamp,1689223883.7965198,received-send delay ,0.03443026542663574, and size ,8192,
packet_index ,42, sent_timestamp ,1689223883.7959177, received_timestamp,1689223883.8290195,received-send delay ,0.033101797103881836, and size ,8192,
packet_index ,43, sent_timestamp ,1689223883.829961, received_timestamp,1689223883.8675845,received-send delay ,0.03762340545654297, and size ,8192,
packet_index ,44, sent_timestamp ,1689223883.8640144, received_timestamp,1689223883.895893,received-send delay ,0.03187870979309082, and size ,8192,
packet_index ,45, sent_timestamp ,1689223883.8979225, received_timestamp,1689223883.932913,received-send delay ,0.034990549087524414, and size ,8192,
packet_index ,46, sent_timestamp ,1689223883.9319384, received_timestamp,1689223883.9694426,received-send delay ,0.03750419616699219, and size ,8192,
packet_index ,47, sent_timestamp ,1689223883.9658132, received_timestamp,1689223883.9992554,received-send delay ,0.03344225883483887, and size ,8192,
packet_index ,48, sent_timestamp ,1689223883.9997265, received_timestamp,1689223884.0334835,received-send delay ,0.03375697135925293, and size ,8192,
packet_index ,49, sent_timestamp ,1689223884.0336702, received_timestamp,1689223884.067068,received-send delay ,0.03339791297912598, and size ,8192,
packet_index ,50, sent_timestamp ,1689223884.0676014, received_timestamp,1689223884.0988033,received-send delay ,0.031201839447021484, and size ,8192,
packet_index ,51, sent_timestamp ,1689223884.1014884, received_timestamp,1689223884.132507,received-send delay ,0.031018733978271484, and size ,8192,
packet_index ,52, sent_timestamp ,1689223884.1353593, received_timestamp,1689223884.1666322,received-send delay ,0.03127288818359375, and size ,8192,
packet_index ,53, sent_timestamp ,1689223884.1692808, received_timestamp,1689223884.2017338,received-send delay ,0.032453060150146484, and size ,8192,
packet_index ,54, sent_timestamp ,1689223884.2031937, received_timestamp,1689223884.2370577,received-send delay ,0.03386402130126953, and size ,8192,
packet_index ,55, sent_timestamp ,1689223884.2370634, received_timestamp,1689223884.273006,received-send delay ,0.03594255447387695, and size ,8192,
packet_index ,56, sent_timestamp ,1689223884.271029, received_timestamp,1689223884.3030362,received-send delay ,0.03200721740722656, and size ,8192,
packet_index ,57, sent_timestamp ,1689223884.3048604, received_timestamp,1689223884.3512158,received-send delay ,0.046355485916137695, and size ,8192,
packet_index ,58, sent_timestamp ,1689223884.339043, received_timestamp,1689223884.3746529,received-send delay ,0.03560996055603027, and size ,8192,
packet_index ,59, sent_timestamp ,1689223884.3732178, received_timestamp,1689223884.4113128,received-send delay ,0.03809499740600586, and size ,8192,
packet_index ,60, sent_timestamp ,1689223884.4071486, received_timestamp,1689223884.4369004,received-send delay ,0.02975177764892578, and size ,8192,
packet_index ,61, sent_timestamp ,1689223884.441066, received_timestamp,1689223884.4753788,received-send delay ,0.03431272506713867, and size ,8192,
packet_index ,62, sent_timestamp ,1689223884.4750311, received_timestamp,1689223884.508328,received-send delay ,0.033296823501586914, and size ,8192,
packet_index ,63, sent_timestamp ,1689223884.5089767, received_timestamp,1689223884.5427592,received-send delay ,0.0337824821472168, and size ,8192,
packet_index ,64, sent_timestamp ,1689223884.5429199, received_timestamp,1689223884.5755742,received-send delay ,0.0326542854309082, and size ,8192,
packet_index ,65, sent_timestamp ,1689223884.5767891, received_timestamp,1689223884.6116276,received-send delay ,0.03483843803405762, and size ,8192,
packet_index ,66, sent_timestamp ,1689223884.6107333, received_timestamp,1689223884.6468625,received-send delay ,0.03612923622131348, and size ,8192,
packet_index ,67, sent_timestamp ,1689223884.6445663, received_timestamp,1689223884.6821868,received-send delay ,0.03762054443359375, and size ,8192,
packet_index ,68, sent_timestamp ,1689223884.6783915, received_timestamp,1689223884.7118692,received-send delay ,0.033477783203125, and size ,8192,
packet_index ,69, sent_timestamp ,1689223884.712224, received_timestamp,1689223884.7492177,received-send delay ,0.03699374198913574, and size ,8192,
packet_index ,70, sent_timestamp ,1689223884.7464237, received_timestamp,1689223884.7772698,received-send delay ,0.030846118927001953, and size ,8192,
packet_index ,71, sent_timestamp ,1689223884.7799885, received_timestamp,1689223884.8236313,received-send delay ,0.04364275932312012, and size ,8192,
packet_index ,72, sent_timestamp ,1689223884.8139167, received_timestamp,1689223884.851059,received-send delay ,0.037142276763916016, and size ,8192,
packet_index ,73, sent_timestamp ,1689223884.847836, received_timestamp,1689223884.8888564,received-send delay ,0.04102039337158203, and size ,8192,
packet_index ,74, sent_timestamp ,1689223884.881756, received_timestamp,1689223884.9183097,received-send delay ,0.03655362129211426, and size ,8192,
packet_index ,75, sent_timestamp ,1689223884.9156923, received_timestamp,1689223884.9514053,received-send delay ,0.03571295738220215, and size ,8192,
packet_index ,76, sent_timestamp ,1689223884.9496202, received_timestamp,1689223884.9853585,received-send delay ,0.035738229751586914, and size ,8192,
packet_index ,77, sent_timestamp ,1689223884.983549, received_timestamp,1689223885.0179508,received-send delay ,0.034401655197143555, and size ,8192,
packet_index ,78, sent_timestamp ,1689223885.0174556, received_timestamp,1689223885.0499313,received-send delay ,0.03247570991516113, and size ,8192,
packet_index ,79, sent_timestamp ,1689223885.0513964, received_timestamp,1689223885.0855567,received-send delay ,0.03416037559509277, and size ,8192,
packet_index ,80, sent_timestamp ,1689223885.0852764, received_timestamp,1689223885.1192496,received-send delay ,0.03397321701049805, and size ,8192,
packet_index ,81, sent_timestamp ,1689223885.1191525, received_timestamp,1689223885.1522152,received-send delay ,0.03306269645690918, and size ,8192,
packet_index ,82, sent_timestamp ,1689223885.1530385, received_timestamp,1689223885.1881006,received-send delay ,0.03506207466125488, and size ,8192,
packet_index ,83, sent_timestamp ,1689223885.1871555, received_timestamp,1689223885.2197626,received-send delay ,0.032607078552246094, and size ,8192,
packet_index ,84, sent_timestamp ,1689223885.2210913, received_timestamp,1689223885.252614,received-send delay ,0.03152275085449219, and size ,8192,
packet_index ,85, sent_timestamp ,1689223885.2551548, received_timestamp,1689223885.2933383,received-send delay ,0.03818345069885254, and size ,8192,
packet_index ,86, sent_timestamp ,1689223885.2892685, received_timestamp,1689223885.3240333,received-send delay ,0.034764766693115234, and size ,8192,
packet_index ,87, sent_timestamp ,1689223885.3231986, received_timestamp,1689223885.3546214,received-send delay ,0.03142285346984863, and size ,8192,
packet_index ,88, sent_timestamp ,1689223885.3571112, received_timestamp,1689223885.3903632,received-send delay ,0.03325200080871582, and size ,8192,
packet_index ,89, sent_timestamp ,1689223885.391049, received_timestamp,1689223885.4244456,received-send delay ,0.03339672088623047, and size ,8192,
packet_index ,90, sent_timestamp ,1689223885.4249766, received_timestamp,1689223885.459276,received-send delay ,0.034299373626708984, and size ,8192,
packet_index ,91, sent_timestamp ,1689223885.4589367, received_timestamp,1689223885.4959698,received-send delay ,0.0370330810546875, and size ,8192,
packet_index ,92, sent_timestamp ,1689223885.4928136, received_timestamp,1689223885.5229695,received-send delay ,0.03015589714050293, and size ,8192,
packet_index ,93, sent_timestamp ,1689223885.526735, received_timestamp,1689223885.5586479,received-send delay ,0.031912803649902344, and size ,8192,
packet_index ,94, sent_timestamp ,1689223885.560596, received_timestamp,1689223885.5926983,received-send delay ,0.032102346420288086, and size ,8192,
packet_index ,95, sent_timestamp ,1689223885.5944242, received_timestamp,1689223885.6274877,received-send delay ,0.033063411712646484, and size ,8192,
packet_index ,96, sent_timestamp ,1689223885.6282911, received_timestamp,1689223885.6596649,received-send delay ,0.03137373924255371, and size ,8192,
packet_index ,97, sent_timestamp ,1689223885.6622183, received_timestamp,1689223885.6971686,received-send delay ,0.03495025634765625, and size ,8192,
packet_index ,98, sent_timestamp ,1689223885.6962252, received_timestamp,1689223885.7283747,received-send delay ,0.032149553298950195, and size ,8192,
packet_index ,99, sent_timestamp ,1689223885.730162, received_timestamp,1689223885.7608213,received-send delay ,0.03065943717956543, and size ,8192,
packet_index ,100, sent_timestamp ,1689223885.7640908, received_timestamp,1689223885.7951663,received-send delay ,0.031075477600097656, and size ,8192,
packet_index ,101, sent_timestamp ,1689223885.798018, received_timestamp,1689223885.829624,received-send delay ,0.03160595893859863, and size ,8192,
packet_index ,102, sent_timestamp ,1689223885.8319287, received_timestamp,1689223885.867798,received-send delay ,0.03586935997009277, and size ,8192,
packet_index ,103, sent_timestamp ,1689223885.865847, received_timestamp,1689223885.8971083,received-send delay ,0.03126120567321777, and size ,8192,
packet_index ,104, sent_timestamp ,1689223885.8997633, received_timestamp,1689223885.9341302,received-send delay ,0.03436684608459473, and size ,8192,
packet_index ,105, sent_timestamp ,1689223885.9337053, received_timestamp,1689223885.9677868,received-send delay ,0.034081459045410156, and size ,8192,
packet_index ,106, sent_timestamp ,1689223885.9676251, received_timestamp,1689223885.9987535,received-send delay ,0.031128406524658203, and size ,8192,
packet_index ,107, sent_timestamp ,1689223886.001523, received_timestamp,1689223886.034038,received-send delay ,0.03251504898071289, and size ,8192,
packet_index ,108, sent_timestamp ,1689223886.0354476, received_timestamp,1689223886.0768316,received-send delay ,0.041383981704711914, and size ,8192,
packet_index ,109, sent_timestamp ,1689223886.069319, received_timestamp,1689223886.1007245,received-send delay ,0.03140544891357422, and size ,8192,
packet_index ,110, sent_timestamp ,1689223886.103173, received_timestamp,1689223886.1345499,received-send delay ,0.03137683868408203, and size ,8192,
packet_index ,111, sent_timestamp ,1689223886.1370635, received_timestamp,1689223886.1743503,received-send delay ,0.03728675842285156, and size ,8192,
packet_index ,112, sent_timestamp ,1689223886.1711931, received_timestamp,1689223886.2067316,received-send delay ,0.035538434982299805, and size ,8192,
packet_index ,113, sent_timestamp ,1689223886.205292, received_timestamp,1689223886.241936,received-send delay ,0.03664398193359375, and size ,8192,
packet_index ,114, sent_timestamp ,1689223886.2393024, received_timestamp,1689223886.2788565,received-send delay ,0.03955411911010742, and size ,8192,
packet_index ,115, sent_timestamp ,1689223886.273271, received_timestamp,1689223886.3046472,received-send delay ,0.03137612342834473, and size ,8192,
packet_index ,116, sent_timestamp ,1689223886.3071322, received_timestamp,1689223886.3428066,received-send delay ,0.035674333572387695, and size ,8192,
packet_index ,117, sent_timestamp ,1689223886.3410969, received_timestamp,1689223886.3724031,received-send delay ,0.03130626678466797, and size ,8192,
packet_index ,118, sent_timestamp ,1689223886.3750648, received_timestamp,1689223886.4099286,received-send delay ,0.03486371040344238, and size ,8192,
packet_index ,119, sent_timestamp ,1689223886.4089665, received_timestamp,1689223886.4427497,received-send delay ,0.0337831974029541, and size ,8192,
packet_index ,120, sent_timestamp ,1689223886.4430964, received_timestamp,1689223886.4754798,received-send delay ,0.03238344192504883, and size ,8192,
packet_index ,121, sent_timestamp ,1689223886.4769464, received_timestamp,1689223886.5097685,received-send delay ,0.0328221321105957, and size ,8192,
packet_index ,122, sent_timestamp ,1689223886.5109098, received_timestamp,1689223886.5430646,received-send delay ,0.03215479850769043, and size ,8192,
packet_index ,123, sent_timestamp ,1689223886.5447605, received_timestamp,1689223886.5747836,received-send delay ,0.03002309799194336, and size ,8192,
packet_index ,124, sent_timestamp ,1689223886.5786743, received_timestamp,1689223886.6444173,received-send delay ,0.06574296951293945, and size ,8192,
packet_index ,125, sent_timestamp ,1689223886.6127734, received_timestamp,1689223886.898939,received-send delay ,0.2861654758453369, and size ,8192,
packet_index ,126, sent_timestamp ,1689223886.6470785, received_timestamp,1689223886.899334,received-send delay ,0.2522554397583008, and size ,8192,
packet_index ,127, sent_timestamp ,1689223886.6810777, received_timestamp,1689223886.9006257,received-send delay ,0.21954798698425293, and size ,8192,
packet_index ,128, sent_timestamp ,1689223886.7151005, received_timestamp,1689223886.9009368,received-send delay ,0.1858363151550293, and size ,8192,
packet_index ,129, sent_timestamp ,1689223886.7490783, received_timestamp,1689223886.9012723,received-send delay ,0.15219402313232422, and size ,8192,
packet_index ,130, sent_timestamp ,1689223886.7831612, received_timestamp,1689223886.9014928,received-send delay ,0.1183316707611084, and size ,8192,
packet_index ,131, sent_timestamp ,1689223886.8168645, received_timestamp,1689223886.9016821,received-send delay ,0.08481764793395996, and size ,8192,
packet_index ,132, sent_timestamp ,1689223886.8510582, received_timestamp,1689223886.9196534,received-send delay ,0.06859517097473145, and size ,8192,
packet_index ,133, sent_timestamp ,1689223886.8850856, received_timestamp,1689223886.9546943,received-send delay ,0.06960868835449219, and size ,8192,
packet_index ,134, sent_timestamp ,1689223886.9190977, received_timestamp,1689223886.9680254,received-send delay ,0.04892778396606445, and size ,8192,
packet_index ,135, sent_timestamp ,1689223886.9530516, received_timestamp,1689223886.9981303,received-send delay ,0.04507875442504883, and size ,8192,
packet_index ,136, sent_timestamp ,1689223886.9869637, received_timestamp,1689223887.0392346,received-send delay ,0.05227088928222656, and size ,8192,
packet_index ,137, sent_timestamp ,1689223887.0209188, received_timestamp,1689223887.0750163,received-send delay ,0.05409741401672363, and size ,8192,
packet_index ,138, sent_timestamp ,1689223887.054853, received_timestamp,1689223887.1031537,received-send delay ,0.048300743103027344, and size ,8192,
packet_index ,139, sent_timestamp ,1689223887.0887933, received_timestamp,1689223887.1350598,received-send delay ,0.04626655578613281, and size ,8192,
packet_index ,140, sent_timestamp ,1689223887.1227655, received_timestamp,1689223887.1680386,received-send delay ,0.0452730655670166, and size ,8192,
packet_index ,141, sent_timestamp ,1689223887.1566849, received_timestamp,1689223887.2075062,received-send delay ,0.05082130432128906, and size ,8192,
packet_index ,142, sent_timestamp ,1689223887.1905959, received_timestamp,1689223887.2385662,received-send delay ,0.04797029495239258, and size ,8192,
packet_index ,143, sent_timestamp ,1689223887.224462, received_timestamp,1689223887.268123,received-send delay ,0.043660879135131836, and size ,8192,
packet_index ,144, sent_timestamp ,1689223887.2583194, received_timestamp,1689223887.3119423,received-send delay ,0.05362296104431152, and size ,8192,
packet_index ,145, sent_timestamp ,1689223887.2922156, received_timestamp,1689223887.33913,received-send delay ,0.04691433906555176, and size ,8192,
packet_index ,146, sent_timestamp ,1689223887.3260446, received_timestamp,1689223887.3762217,received-send delay ,0.05017709732055664, and size ,8192,
packet_index ,147, sent_timestamp ,1689223887.359927, received_timestamp,1689223887.4254973,received-send delay ,0.06557035446166992, and size ,8192,
packet_index ,148, sent_timestamp ,1689223887.393726, received_timestamp,1689223887.4381247,received-send delay ,0.04439854621887207, and size ,8192,
packet_index ,149, sent_timestamp ,1689223887.427595, received_timestamp,1689223887.4758813,received-send delay ,0.04828643798828125, and size ,8192,
packet_index ,150, sent_timestamp ,1689223887.4614074, received_timestamp,1689223887.5031266,received-send delay ,0.04171919822692871, and size ,8192,
packet_index ,151, sent_timestamp ,1689223887.4952486, received_timestamp,1689223887.5383344,received-send delay ,0.04308581352233887, and size ,8192,
packet_index ,152, sent_timestamp ,1689223887.5293183, received_timestamp,1689223887.574803,received-send delay ,0.04548478126525879, and size ,8192,
packet_index ,153, sent_timestamp ,1689223887.5632975, received_timestamp,1689223887.6299102,received-send delay ,0.06661272048950195, and size ,8192,
packet_index ,154, sent_timestamp ,1689223887.5972233, received_timestamp,1689223887.6431615,received-send delay ,0.04593825340270996, and size ,8192,
packet_index ,155, sent_timestamp ,1689223887.6311, received_timestamp,1689223887.6864092,received-send delay ,0.055309295654296875, and size ,8192,
packet_index ,156, sent_timestamp ,1689223887.6650085, received_timestamp,1689223887.7073925,received-send delay ,0.04238390922546387, and size ,8192,
packet_index ,157, sent_timestamp ,1689223887.6989315, received_timestamp,1689223887.7428823,received-send delay ,0.043950796127319336, and size ,8192,
packet_index ,158, sent_timestamp ,1689223887.7328374, received_timestamp,1689223887.7761364,received-send delay ,0.043298959732055664, and size ,8192,
packet_index ,159, sent_timestamp ,1689223887.7667804, received_timestamp,1689223887.8166518,received-send delay ,0.04987144470214844, and size ,8192,
packet_index ,160, sent_timestamp ,1689223887.800654, received_timestamp,1689223887.8635461,received-send delay ,0.06289219856262207, and size ,8192,
packet_index ,161, sent_timestamp ,1689223887.8344681, received_timestamp,1689223887.8815103,received-send delay ,0.047042131423950195, and size ,8192,
packet_index ,162, sent_timestamp ,1689223887.86835, received_timestamp,1689223887.933364,received-send delay ,0.06501388549804688, and size ,8192,
packet_index ,163, sent_timestamp ,1689223887.9021156, received_timestamp,1689223887.9566777,received-send delay ,0.05456209182739258, and size ,8192,
packet_index ,164, sent_timestamp ,1689223887.935957, received_timestamp,1689223887.980848,received-send delay ,0.0448911190032959, and size ,8192,
packet_index ,165, sent_timestamp ,1689223887.9700735, received_timestamp,1689223888.0179756,received-send delay ,0.04790210723876953, and size ,8192,
packet_index ,166, sent_timestamp ,1689223888.0039845, received_timestamp,1689223888.0461948,received-send delay ,0.04221034049987793, and size ,8192,
packet_index ,167, sent_timestamp ,1689223888.037914, received_timestamp,1689223888.0842183,received-send delay ,0.04630422592163086, and size ,8192,
packet_index ,168, sent_timestamp ,1689223888.0718312, received_timestamp,1689223888.1250396,received-send delay ,0.053208351135253906, and size ,8192,
packet_index ,169, sent_timestamp ,1689223888.105703, received_timestamp,1689223888.1471002,received-send delay ,0.0413970947265625, and size ,8192,
packet_index ,170, sent_timestamp ,1689223888.1395776, received_timestamp,1689223888.1863515,received-send delay ,0.04677391052246094, and size ,8192,
packet_index ,171, sent_timestamp ,1689223888.1734142, received_timestamp,1689223888.2222283,received-send delay ,0.04881405830383301, and size ,8192,
packet_index ,172, sent_timestamp ,1689223888.2072628, received_timestamp,1689223888.25549,received-send delay ,0.04822731018066406, and size ,8192,
packet_index ,173, sent_timestamp ,1689223888.2411036, received_timestamp,1689223888.294327,received-send delay ,0.053223371505737305, and size ,8192,
packet_index ,174, sent_timestamp ,1689223888.2749913, received_timestamp,1689223888.3329248,received-send delay ,0.05793356895446777, and size ,8192,
packet_index ,175, sent_timestamp ,1689223888.30886, received_timestamp,1689223888.354463,received-send delay ,0.045603036880493164, and size ,8192,
packet_index ,176, sent_timestamp ,1689223888.3427978, received_timestamp,1689223888.397018,received-send delay ,0.05422019958496094, and size ,8192,
packet_index ,177, sent_timestamp ,1689223888.3766959, received_timestamp,1689223888.4207392,received-send delay ,0.04404330253601074, and size ,8192,
packet_index ,178, sent_timestamp ,1689223888.4105668, received_timestamp,1689223888.4545734,received-send delay ,0.0440065860748291, and size ,8192,
