start--------------------------------------------
END ----------------------------------------------------------------------------
start--------------------------------------------
sender's timestamp ,1688532120.705484,received timestamp ,1688532120.7371898, E2E delay ,0.03170585632324219, and size ,15360,
sender's timestamp ,1688532123.708977,received timestamp ,1688532123.7322886, E2E delay ,0.023311614990234375, and size ,15360,
sender's timestamp ,1688532126.7125444,received timestamp ,1688532126.758898, E2E delay ,0.04635357856750488, and size ,15360,
sender's timestamp ,1688532129.7159758,received timestamp ,1688532129.7351265, E2E delay ,0.019150733947753906, and size ,15360,
sender's timestamp ,1688532132.7194695,received timestamp ,1688532132.908143, E2E delay ,0.1886734962463379, and size ,15360,
sender's timestamp ,1688532135.7228956,received timestamp ,1688532135.7472322, E2E delay ,0.024336576461791992, and size ,15360,
sender's timestamp ,1688532138.7264087,received timestamp ,1688532138.846477, E2E delay ,0.12006831169128418, and size ,15360,
sender's timestamp ,1688532141.7298317,received timestamp ,1688532141.900497, E2E delay ,0.17066526412963867, and size ,25600,
sender's timestamp ,1688532144.7335014,received timestamp ,1688532144.8226938, E2E delay ,0.08919239044189453, and size ,25600,
sender's timestamp ,1688532147.7371042,received timestamp ,1688532147.8971527, E2E delay ,0.1600484848022461, and size ,25600,
sender's timestamp ,1688532150.7407138,received timestamp ,1688532150.823421, E2E delay ,0.08270716667175293, and size ,25600,
sender's timestamp ,1688532153.744274,received timestamp ,1688532153.7698374, E2E delay ,0.025563478469848633, and size ,25600,
sender's timestamp ,1688532156.7477984,received timestamp ,1688532156.774886, E2E delay ,0.02708745002746582, and size ,25600,
sender's timestamp ,1688532159.7513022,received timestamp ,1688532159.7781928, E2E delay ,0.02689051628112793, and size ,25600,
sender's timestamp ,1688532162.7548194,received timestamp ,1688532162.7761948, E2E delay ,0.021375417709350586, and size ,30720,
sender's timestamp ,1688532165.7583766,received timestamp ,1688532165.7828963, E2E delay ,0.024519681930541992, and size ,30720,
sender's timestamp ,1688532168.7620802,received timestamp ,1688532168.8443706, E2E delay ,0.0822904109954834, and size ,30720,
sender's timestamp ,1688532171.7656696,received timestamp ,1688532171.789254, E2E delay ,0.023584365844726562, and size ,30720,
sender's timestamp ,1688532174.7693076,received timestamp ,1688532174.8136966, E2E delay ,0.04438900947570801, and size ,30720,
sender's timestamp ,1688532177.7728832,received timestamp ,1688532177.7917988, E2E delay ,0.018915653228759766, and size ,30720,
sender's timestamp ,1688532180.7764525,received timestamp ,1688532180.8433664, E2E delay ,0.06691384315490723, and size ,30720,
sender's timestamp ,1688532183.7799933,received timestamp ,1688532183.8150826, E2E delay ,0.03508925437927246, and size ,40960,
sender's timestamp ,1688532186.783565,received timestamp ,1688532186.8108032, E2E delay ,0.027238130569458008, and size ,40960,
sender's timestamp ,1688532189.7871988,received timestamp ,1688532189.8090293, E2E delay ,0.02183055877685547, and size ,40960,
sender's timestamp ,1688532192.7908401,received timestamp ,1688532192.8137984, E2E delay ,0.02295827865600586, and size ,40960,
sender's timestamp ,1688532195.794434,received timestamp ,1688532195.880068, E2E delay ,0.08563399314880371, and size ,40960,
sender's timestamp ,1688532198.7980285,received timestamp ,1688532198.8213184, E2E delay ,0.023289918899536133, and size ,40960,
sender's timestamp ,1688532201.8016155,received timestamp ,1688532201.82992, E2E delay ,0.028304576873779297, and size ,40960,
sender's timestamp ,1688532204.805262,received timestamp ,1688532204.8794484, E2E delay ,0.07418632507324219, and size ,71680,
sender's timestamp ,1688532207.8208325,received timestamp ,1688532207.863844, E2E delay ,0.04301142692565918, and size ,71680,
sender's timestamp ,1688532210.8245997,received timestamp ,1688532210.8591485, E2E delay ,0.03454875946044922, and size ,71680,
sender's timestamp ,1688532213.8283033,received timestamp ,1688532213.8978558, E2E delay ,0.06955242156982422, and size ,71680,
sender's timestamp ,1688532216.83206,received timestamp ,1688532216.8829813, E2E delay ,0.05092120170593262, and size ,71680,
sender's timestamp ,1688532219.8357134,received timestamp ,1688532219.9433918, E2E delay ,0.10767841339111328, and size ,71680,
sender's timestamp ,1688532222.8393748,received timestamp ,1688532222.9019752, E2E delay ,0.06260037422180176, and size ,71680,
